#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
8.0,Chile,242355,,4479.0,,200569.0,,37307.0,1996.0,12681.0,234.0,963708.0,50424.0,19111913.0,South America,79.0,4267.0,20.0
9.0,Italy,238499,,34634.0,,182893.0,,20972.0,148.0,3944.0,573.0,4984370.0,82436.0,60463697.0,Europe,254.0,1746.0,12.0
10.0,Iran,207525,2573.0,9742.0,119.0,166427.0,2836.0,31356.0,2898.0,2472.0,116.0,1449420.0,17263.0,83962509.0,Asia,405.0,8619.0,58.0
11.0,Germany,191653,78.0,8962.0,,174900.0,,7791.0,368.0,2288.0,107.0,5029696.0,60036.0,83777677.0,Europe,437.0,9348.0,17.0
12.0,Turkey,187685,,4950.0,,160240.0,,22495.0,803.0,2226.0,59.0,2945240.0,34932.0,84314334.0,Asia,449.0,17033.0,29.0
13.0,Pakistan,181088,4471.0,3590.0,89.0,71458.0,3566.0,106040.0,111.0,820.0,16.0,1102162.0,4993.0,220755890.0,Asia,1219.0,61492.0,200.0
14.0,Mexico,180545,5343.0,21825.0,1044.0,135279.0,3593.0,23441.0,378.0,1401.0,169.0,479528.0,3720.0,128896013.0,North America,714.0,5906.0,269.0
15.0,Saudi Arabia,161005,3393.0,1307.0,40.0,105175.0,4045.0,54523.0,2045.0,4627.0,38.0,1284653.0,36918.0,34797730.0,Asia,216.0,26624.0,27.0
16.0,France,160377,,29640.0,,74372.0,,56365.0,715.0,2457.0,454.0,1384633.0,21214.0,65270205.0,Europe,407.0,2202.0,47.0
17.0,Bangladesh,115786,3480.0,1502.0,38.0,46755.0,1678.0,67529.0,1.0,703.0,9.0,630719.0,3831.0,164645344.0,Asia,1422.0,109617.0,261.0
18.0,Canada,101337,,8430.0,,63886.0,,29021.0,2026.0,2686.0,223.0,2415441.0,64013.0,37733476.0,North America,372.0,4476.0,16.0
19.0,South Africa,97302,,1930.0,,51608.0,,43764.0,208.0,1641.0,33.0,1328060.0,22400.0,59287592.0,Africa,609.0,30719.0,45.0
20.0,Qatar,88403,1034.0,99.0,1.0,69956.0,1637.0,18348.0,219.0,31485.0,35.0,324570.0,115596.0,2807805.0,Asia,32.0,28362.0,9.0
21.0,Colombia,68652,,2237.0,,27360.0,,39055.0,335.0,1350.0,44.0,604273.0,11879.0,50868139.0,South America,741.0,22739.0,84.0
22.0,Belgium,60550,,9696.0,,16771.0,,34083.0,50.0,5225.0,837.0,1098910.0,94828.0,11588414.0,Europe,191.0,1195.0,11.0
23.0,Belarus,59023,518.0,351.0,5.0,37923.0,257.0,20749.0,89.0,6246.0,37.0,876639.0,92772.0,9449390.0,Europe,160.0,26921.0,11.0
24.0,Sweden,56043,,5053.0,,,,,200.0,5550.0,500.0,385659.0,38193.0,10097695.0,Europe,180.0,1998.0,26.0
25.0,Egypt,55233,,2193.0,,14736.0,,38304.0,41.0,540.0,21.0,135000.0,1320.0,102273575.0,Africa,1852.0,46636.0,758.0
26.0,Ecuador,50640,,4223.0,,24991.0,,21426.0,273.0,2872.0,239.0,139333.0,7901.0,17635133.0,South America,348.0,4176.0,127.0
27.0,Netherlands,49658,65.0,6090.0,,,,,55.0,2898.0,355.0,517317.0,30192.0,17134004.0,Europe,345.0,2813.0,33.0
28.0,Indonesia,46845,954.0,2500.0,35.0,18735.0,331.0,25610.0,,171.0,9.0,650311.0,2378.0,273445068.0,Asia,5837.0,109378.0,420.0
29.0,UAE,44925,,302.0,,32415.0,,12208.0,1.0,4544.0,31.0,3038000.0,307270.0,9887063.0,Asia,220.0,32739.0,3.0
30.0,Argentina,42785,,1016.0,5.0,13153.0,425.0,28616.0,353.0,947.0,22.0,285391.0,6316.0,45184811.0,South America,1056.0,44473.0,158.0
31.0,Singapore,42313,218.0,26.0,,34942.0,,7345.0,1.0,7234.0,4.0,576189.0,98508.0,5849157.0,Asia,138.0,224968.0,10.0
32.0,Kuwait,40291,641.0,330.0,4.0,31770.0,530.0,8191.0,181.0,9439.0,77.0,357594.0,83771.0,4268717.0,Asia,106.0,12936.0,12.0
33.0,Portugal,39133,,1530.0,,25376.0,,12227.0,69.0,3838.0,150.0,1047109.0,102685.0,10197314.0,Europe,261.0,6665.0,10.0
34.0,Ukraine,37241,681.0,1012.0,10.0,16642.0,133.0,19587.0,353.0,851.0,23.0,569589.0,13023.0,43738706.0,Europe,1174.0,43220.0,77.0
35.0,Poland,32227,296.0,1359.0,3.0,17076.0,393.0,13792.0,72.0,851.0,36.0,1356035.0,35829.0,37847491.0,Europe,1174.0,27850.0,28.0
36.0,Switzerland,31310,18.0,1956.0,,29000.0,,354.0,16.0,3618.0,226.0,509600.0,58893.0,8653010.0,Europe,276.0,4424.0,17.0
37.0,Oman,31076,1605.0,137.0,6.0,16408.0,856.0,14531.0,100.0,6091.0,27.0,161580.0,31669.0,5102071.0,Asia,164.0,37241.0,32.0
38.0,Iraq,30868,,1100.0,,13935.0,,15833.0,224.0,768.0,27.0,425192.0,10579.0,40192310.0,Asia,1302.0,36538.0,95.0
39.0,Philippines,30682,630.0,1177.0,8.0,8143.0,250.0,21362.0,82.0,280.0,11.0,594817.0,5430.0,109539392.0,Asia,3570.0,93067.0,184.0
40.0,Afghanistan,29143,310.0,598.0,17.0,8841.0,77.0,19704.0,19.0,749.0,15.0,65847.0,1693.0,38898990.0,Asia,1335.0,65048.0,591.0
41.0,Dominican Republic,26677,,662.0,,15138.0,,10877.0,165.0,2460.0,61.0,125868.0,11606.0,10844987.0,North America,407.0,16382.0,86.0
42.0,Panama,26030,,501.0,,14359.0,,11170.0,129.0,6036.0,116.0,107903.0,25020.0,4312739.0,North America,166.0,8608.0,40.0
43.0,Ireland,25379,,1715.0,,22698.0,,966.0,17.0,5141.0,347.0,399259.0,80883.0,4936271.0,Europe,195.0,2878.0,12.0
44.0,Bolivia,24388,876.0,773.0,33.0,5454.0,368.0,18161.0,71.0,2090.0,66.0,58789.0,5038.0,11668442.0,South America,478.0,15095.0,198.0
45.0,Romania,24291,246.0,1523.0,11.0,17031.0,120.0,5737.0,195.0,1263.0,79.0,630374.0,32764.0,19240064.0,Europe,792.0,12633.0,31.0
46.0,Bahrain,21764,,64.0,1.0,16419.0,,5281.0,32.0,12808.0,38.0,477788.0,281185.0,1699193.0,Asia,78.0,26550.0,4.0
47.0,Israel,20869,91.0,307.0,1.0,15714.0,20.0,4848.0,46.0,2269.0,33.0,850869.0,92510.0,9197590.0,Asia,441.0,29960.0,11.0
48.0,Armenia,20588,320.0,360.0,10.0,9131.0,129.0,11097.0,10.0,6948.0,121.0,96843.0,32683.0,2963117.0,Asia,144.0,8231.0,31.0
49.0,Nigeria,20244,,518.0,,6879.0,,12847.0,7.0,98.0,3.0,113575.0,551.0,205962220.0,Africa,10174.0,397610.0,1813.0
50.0,Japan,17864,,953.0,,16108.0,,803.0,59.0,141.0,8.0,412669.0,3263.0,126484306.0,Asia,7080.0,132722.0,307.0
51.0,Kazakhstan,17732,507.0,120.0,,10897.0,,6715.0,121.0,945.0,6.0,1354456.0,72159.0,18770446.0,Asia,1059.0,156420.0,14.0
52.0,Austria,17380,39.0,690.0,,16241.0,44.0,449.0,10.0,1930.0,77.0,565800.0,62831.0,9005131.0,Europe,518.0,13051.0,16.0
53.0,Moldova,14200,,475.0,2.0,8019.0,123.0,5706.0,440.0,3520.0,118.0,63328.0,15698.0,4034156.0,Europe,284.0,8493.0,64.0
54.0,Ghana,14154,147.0,85.0,,10473.0,,3596.0,6.0,456.0,3.0,267286.0,8608.0,31051799.0,Africa,2194.0,365315.0,116.0
55.0,Guatemala,13145,390.0,531.0,17.0,2711.0,153.0,9903.0,5.0,734.0,30.0,31427.0,1755.0,17905188.0,North America,1362.0,33720.0,570.0
56.0,Serbia,12894,,261.0,,11947.0,,686.0,19.0,1476.0,30.0,339882.0,38897.0,8738067.0,Europe,678.0,33479.0,26.0
57.0,Honduras,12769,463.0,363.0,5.0,1293.0,18.0,11113.0,13.0,1290.0,37.0,21540.0,2176.0,9899890.0,North America,775.0,27272.0,460.0
58.0,Azerbaijan,12729,,154.0,,6799.0,,5776.0,66.0,1256.0,15.0,417102.0,41147.0,10136769.0,Asia,796.0,65823.0,24.0
59.0,Denmark,12527,136.0,602.0,2.0,11347.0,65.0,578.0,7.0,2163.0,104.0,923893.0,159520.0,5791722.0,Europe,462.0,9621.0,6.0
60.0,S. Korea,12438,17.0,280.0,,10881.0,13.0,1277.0,15.0,243.0,5.0,1182066.0,23057.0,51268205.0,Asia,4122.0,183101.0,43.0
61.0,Cameroon,11892,,303.0,,7710.0,,3879.0,28.0,448.0,11.0,,,26522885.0,Africa,2230.0,87534.0,
62.0,Algeria,11771,,845.0,,8422.0,,2504.0,41.0,269.0,19.0,,,43826428.0,Africa,3723.0,51866.0,
63.0,Czechia,10498,,336.0,,7505.0,6.0,2657.0,9.0,980.0,31.0,520344.0,48592.0,10708530.0,Europe,1020.0,31871.0,21.0
64.0,Morocco,10079,102.0,214.0,,8319.0,35.0,1546.0,7.0,273.0,6.0,548746.0,14872.0,36898388.0,Africa,3661.0,172422.0,67.0
65.0,Nepal,9561,535.0,23.0,,2148.0,376.0,7390.0,,328.0,0.8,449474.0,15435.0,29120537.0,Asia,3046.0,1266110.0,65.0
66.0,Norway,8745,,244.0,,8138.0,,363.0,6.0,1613.0,45.0,302659.0,55840.0,5420150.0,Europe,620.0,22214.0,18.0
67.0,Sudan,8698,118.0,533.0,12.0,3460.0,135.0,4705.0,,199.0,12.0,401.0,9.0,43814519.0,Africa,5037.0,82204.0,109263.0
68.0,Malaysia,8587,15.0,121.0,,8177.0,21.0,289.0,2.0,265.0,4.0,686905.0,21231.0,32354255.0,Asia,3768.0,267391.0,47.0
69.0,Ivory Coast,7492,,54.0,,3068.0,,4370.0,,284.0,2.0,45152.0,1713.0,26355606.0,Africa,3518.0,488067.0,584.0
70.0,Australia,7474,13.0,102.0,,6903.0,7.0,469.0,2.0,293.0,4.0,2105974.0,82614.0,25491691.0,Australia/Oceania,3411.0,249919.0,12.0
71.0,Finland,7144,1.0,327.0,1.0,6400.0,200.0,417.0,2.0,1289.0,59.0,230500.0,41603.0,5540526.0,Europe,776.0,16944.0,24.0
72.0,Uzbekistan,6358,43.0,19.0,,4377.0,,1962.0,18.0,190.0,0.6,1038575.0,31044.0,33455039.0,Asia,5262.0,1760792.0,32.0
73.0,Senegal,5970,82.0,86.0,2.0,3953.0,34.0,1931.0,21.0,357.0,5.0,70080.0,4189.0,16728230.0,Africa,2802.0,194514.0,239.0
74.0,DRC,5924,98.0,135.0,5.0,856.0,15.0,4933.0,,66.0,2.0,,,89458426.0,Africa,15101.0,662655.0,
75.0,Tajikistan,5457,,52.0,,3995.0,,1410.0,,573.0,5.0,,,9530479.0,Asia,1746.0,183278.0,
76.0,Haiti,5211,134.0,88.0,,24.0,,5099.0,,457.0,8.0,10378.0,910.0,11398636.0,North America,2187.0,129530.0,1098.0
77.0,North Macedonia,5106,,238.0,,1926.0,,2942.0,34.0,2451.0,114.0,51160.0,24556.0,2083376.0,Europe,408.0,8754.0,41.0
78.0,Guinea,4988,,27.0,,3669.0,,1292.0,24.0,380.0,2.0,14407.0,1098.0,13119971.0,Africa,2630.0,485925.0,911.0
79.0,El Salvador,4808,182.0,107.0,9.0,2655.0,120.0,2046.0,149.0,741.0,16.0,142886.0,22032.0,6485409.0,North America,1349.0,60611.0,45.0
80.0,Kenya,4738,,123.0,,1607.0,,3008.0,7.0,88.0,2.0,140012.0,2606.0,53731953.0,Africa,11341.0,436845.0,384.0
81.0,Djibouti,4582,,45.0,,3859.0,,678.0,,4640.0,46.0,44604.0,45165.0,987580.0,Africa,216.0,21946.0,22.0
82.0,Ethiopia,4532,,74.0,,1213.0,,3245.0,32.0,39.0,0.6,216328.0,1883.0,114864753.0,Africa,25345.0,1552226.0,531.0
83.0,Gabon,4428,,34.0,,1750.0,,2644.0,9.0,1991.0,15.0,27030.0,12154.0,2223945.0,Africa,502.0,65410.0,82.0
84.0,Luxembourg,4120,,110.0,,3956.0,,54.0,1.0,6585.0,176.0,148014.0,236568.0,625671.0,Europe,152.0,5688.0,4.0
85.0,Hungary,4102,8.0,572.0,2.0,2590.0,1.0,940.0,14.0,425.0,59.0,258115.0,26718.0,9660854.0,Europe,2355.0,16890.0,37.0
86.0,Venezuela,3917,,33.0,,835.0,,3049.0,6.0,138.0,1.0,1149315.0,40415.0,28437582.0,South America,7260.0,861745.0,25.0
87.0,Bulgaria,3905,,199.0,,2074.0,,1632.0,13.0,562.0,29.0,116780.0,16804.0,6949391.0,Europe,1780.0,34922.0,60.0
88.0,Bosnia and Herzegovina,3525,94.0,171.0,2.0,2270.0,29.0,1084.0,4.0,1074.0,52.0,81030.0,24695.0,3281201.0,Europe,931.0,19188.0,40.0
89.0,Kyrgyzstan,3356,205.0,40.0,3.0,2021.0,10.0,1295.0,30.0,515.0,6.0,171161.0,26248.0,6520938.0,Asia,1943.0,163023.0,38.0
90.0,Greece,3266,,190.0,,1374.0,,1702.0,9.0,313.0,18.0,283146.0,27163.0,10424040.0,Europe,3192.0,54863.0,37.0
91.0,Thailand,3151,3.0,58.0,,3022.0,4.0,71.0,1.0,45.0,0.8,468175.0,6708.0,69795943.0,Asia,22150.0,1203378.0,149.0
92.0,Mauritania,2984,,111.0,,811.0,,2062.0,11.0,642.0,24.0,13842.0,2980.0,4645315.0,Africa,1557.0,41850.0,336.0
93.0,CAR,2808,,23.0,,472.0,,2313.0,2.0,582.0,5.0,20901.0,4330.0,4827186.0,Africa,1719.0,209878.0,231.0
94.0,Somalia,2779,,90.0,,782.0,,1907.0,2.0,175.0,6.0,,,15877070.0,Africa,5713.0,176412.0,
95.0,French Guiana,2441,,6.0,,930.0,,1505.0,14.0,8180.0,20.0,8061.0,27013.0,298408.0,South America,122.0,49735.0,37.0
96.0,Mayotte,2404,,31.0,,2066.0,,307.0,8.0,8819.0,114.0,8800.0,32283.0,272589.0,Africa,113.0,8793.0,31.0
97.0,Croatia,2336,19.0,107.0,,2142.0,,87.0,,569.0,26.0,72746.0,17718.0,4105741.0,Europe,1758.0,38371.0,56.0
98.0,Cuba,2312,,85.0,,2103.0,,124.0,1.0,204.0,8.0,148812.0,13138.0,11326764.0,North America,4899.0,133256.0,76.0
99.0,Costa Rica,2213,,12.0,,1032.0,,1169.0,4.0,435.0,2.0,35369.0,6945.0,5092889.0,North America,2301.0,424407.0,144.0
100.0,Maldives,2203,,8.0,,1803.0,,392.0,9.0,4078.0,15.0,35533.0,65771.0,540250.0,Asia,245.0,67531.0,15.0
101.0,Albania,1995,33.0,44.0,,1159.0,25.0,792.0,10.0,693.0,15.0,20762.0,7214.0,2877864.0,Europe,1443.0,65406.0,139.0
102.0,Estonia,1981,,69.0,,1765.0,1.0,147.0,1.0,1493.0,52.0,103210.0,77805.0,1326515.0,Europe,670.0,19225.0,13.0
103.0,Mali,1961,28.0,111.0,2.0,1266.0,11.0,584.0,,97.0,5.0,10743.0,531.0,20229293.0,Africa,10316.0,182246.0,1883.0
104.0,Sri Lanka,1950,,11.0,,1526.0,28.0,413.0,1.0,91.0,0.5,95087.0,4441.0,21411104.0,Asia,10980.0,1946464.0,225.0
105.0,South Sudan,1892,,34.0,,169.0,,1689.0,2.0,169.0,3.0,9829.0,878.0,11190083.0,Africa,5914.0,329120.0,1138.0
106.0,Nicaragua,1823,,64.0,,1238.0,,521.0,,275.0,10.0,,,6622359.0,North America,3633.0,103474.0,
107.0,Iceland,1823,,10.0,,1805.0,,8.0,,5343.0,29.0,68411.0,200508.0,341188.0,Europe,187.0,34119.0,5.0
108.0,Lithuania,1801,3.0,76.0,,1475.0,,250.0,16.0,661.0,28.0,394465.0,144872.0,2722859.0,Europe,1512.0,35827.0,7.0
109.0,Equatorial Guinea,1664,,32.0,,515.0,,1117.0,,1188.0,23.0,16000.0,11419.0,1401178.0,Africa,842.0,43787.0,88.0
110.0,Madagascar,1640,44.0,15.0,1.0,692.0,37.0,933.0,8.0,59.0,0.5,18741.0,677.0,27665945.0,Africa,16869.0,1844396.0,1476.0
111.0,Slovakia,1588,1.0,28.0,,1447.0,,113.0,,291.0,5.0,201993.0,36998.0,5459584.0,Europe,3438.0,194985.0,27.0
112.0,Lebanon,1587,,32.0,,1068.0,,487.0,8.0,232.0,5.0,116282.0,17035.0,6826043.0,Asia,4301.0,213314.0,59.0
113.0,Guinea-Bissau,1541,,17.0,,153.0,,1371.0,5.0,784.0,9.0,1500.0,763.0,1966415.0,Africa,1276.0,115671.0,1311.0
114.0,Slovenia,1521,1.0,109.0,,1376.0,,36.0,1.0,732.0,52.0,94549.0,45480.0,2078932.0,Europe,1367.0,19073.0,22.0
115.0,New Zealand,1513,2.0,22.0,,1482.0,,9.0,,302.0,4.0,344519.0,68875.0,5002100.0,Australia/Oceania,3306.0,227368.0,15.0
116.0,Zambia,1430,,11.0,,1194.0,,225.0,1.0,78.0,0.6,47968.0,2612.0,18365169.0,Africa,12843.0,1669561.0,383.0
117.0,Paraguay,1379,,13.0,,871.0,,495.0,1.0,193.0,2.0,56992.0,7993.0,7130081.0,South America,5170.0,548468.0,125.0
118.0,Sierra Leone,1327,,55.0,,788.0,,484.0,,166.0,7.0,,,7971742.0,Africa,6007.0,144941.0,
119.0,Hong Kong,1162,30.0,5.0,,1078.0,,79.0,2.0,155.0,0.7,301108.0,40172.0,7495406.0,Asia,6450.0,1499081.0,25.0
120.0,Tunisia,1159,2.0,50.0,,1020.0,,89.0,,98.0,4.0,67234.0,5690.0,11815268.0,Africa,10194.0,236305.0,176.0
121.0,Latvia,1111,,30.0,,903.0,,178.0,1.0,589.0,16.0,139024.0,73693.0,1886540.0,Europe,1698.0,62885.0,14.0
122.0,Niger,1036,,67.0,,911.0,,58.0,,43.0,3.0,6406.0,265.0,24170631.0,Africa,23331.0,360756.0,3773.0
123.0,Jordan,1033,,9.0,,739.0,,285.0,3.0,101.0,0.9,330869.0,32437.0,10200417.0,Asia,9875.0,1133380.0,31.0
124.0,Cyprus,986,,19.0,,824.0,,143.0,4.0,817.0,16.0,146740.0,121561.0,1207135.0,Asia,1224.0,63533.0,8.0
125.0,Palestine,975,142.0,3.0,,439.0,,533.0,,191.0,0.6,44876.0,8804.0,5097397.0,Asia,5228.0,1699132.0,114.0
126.0,Yemen,941,,256.0,,347.0,,338.0,,32.0,9.0,120.0,4.0,29804145.0,Asia,31673.0,116422.0,248368.0
127.0,Georgia,908,2.0,14.0,,761.0,6.0,133.0,5.0,228.0,4.0,83734.0,20990.0,3989326.0,Asia,4394.0,284952.0,48.0
128.0,Burkina Faso,903,,53.0,,814.0,,36.0,,43.0,3.0,,,20882545.0,Africa,23126.0,394010.0,
129.0,Cabo Verde,890,,8.0,,413.0,,469.0,,1601.0,14.0,1307.0,2351.0,555822.0,Africa,625.0,69478.0,425.0
130.0,Congo,883,,27.0,,391.0,,465.0,,160.0,5.0,,,5513385.0,Africa,6244.0,204199.0,
131.0,Uruguay,876,,25.0,,814.0,,37.0,4.0,252.0,7.0,57289.0,16493.0,3473447.0,South America,3965.0,138938.0,61.0
132.0,Chad,858,,74.0,,752.0,,32.0,,52.0,5.0,,,16408486.0,Africa,19124.0,221736.0,
133.0,Andorra,855,,52.0,,792.0,,11.0,8.0,11066.0,673.0,3750.0,48536.0,77262.0,Europe,90.0,1486.0,21.0
134.0,Benin,807,42.0,13.0,,253.0,,541.0,2.0,67.0,1.0,54404.0,4492.0,12111931.0,Africa,15009.0,931687.0,223.0
135.0,Uganda,774,4.0,,,631.0,53.0,143.0,,17.0,,155882.0,3412.0,45685420.0,Africa,59025.0,,293.0
136.0,Malawi,749,19.0,11.0,,258.0,,480.0,4.0,39.0,0.6,11536.0,604.0,19112506.0,Africa,25517.0,1737501.0,1657.0
137.0,Mozambique,733,,5.0,,181.0,,547.0,,23.0,0.2,23760.0,761.0,31223479.0,Africa,42597.0,6244696.0,1314.0
138.0,Rwanda,728,,2.0,,359.0,,367.0,,56.0,0.2,111257.0,8597.0,12941071.0,Africa,17776.0,6470536.0,116.0
139.0,Diamond Princess,712,,13.0,,651.0,,48.0,4.0,,,,,,,,,
140.0,Sao Tome and Principe,698,,12.0,,203.0,,483.0,,3187.0,55.0,1681.0,7675.0,219031.0,Africa,314.0,18253.0,130.0
141.0,San Marino,697,1.0,42.0,,627.0,17.0,28.0,,20543.0,1238.0,5551.0,163606.0,33929.0,Europe,49.0,808.0,6.0
142.0,Malta,665,,9.0,,617.0,1.0,39.0,,1506.0,20.0,88694.0,200885.0,441516.0,Europe,664.0,49057.0,5.0
143.0,Jamaica,659,2.0,10.0,,516.0,54.0,133.0,1.0,223.0,3.0,20434.0,6901.0,2960857.0,North America,4493.0,296086.0,145.0
144.0,Eswatini,635,,5.0,,285.0,,345.0,5.0,547.0,4.0,6551.0,5648.0,1159839.0,Africa,1827.0,231968.0,177.0
145.0,Liberia,626,,34.0,,254.0,,338.0,,124.0,7.0,,,5053637.0,Africa,8073.0,148636.0,
146.0,Libya,571,,10.0,,103.0,,458.0,,83.0,1.0,20757.0,3022.0,6868607.0,Africa,12029.0,686861.0,331.0
147.0,Channel Islands,570,,48.0,,512.0,,10.0,,3279.0,276.0,10255.0,58997.0,173821.0,Europe,305.0,3621.0,17.0
148.0,Togo,569,,13.0,,375.0,,181.0,2.0,69.0,2.0,27824.0,3364.0,8272131.0,Africa,14538.0,636318.0,297.0
149.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,9.0,0.4,,,59671688.0,Africa,117233.0,2841509.0,
150.0,Réunion,506,,1.0,,460.0,,45.0,2.0,565.0,1.0,17200.0,19215.0,895150.0,Africa,1769.0,895150.0,52.0
151.0,Zimbabwe,489,,6.0,,64.0,,419.0,,33.0,0.4,52905.0,3561.0,14856599.0,Africa,30382.0,2476100.0,281.0
152.0,Taiwan,446,,7.0,,434.0,,5.0,,19.0,0.3,74699.0,3137.0,23815797.0,Asia,53399.0,3402257.0,319.0
153.0,Montenegro,362,,9.0,,315.0,,38.0,,576.0,14.0,13186.0,20995.0,628064.0,Europe,1735.0,69785.0,48.0
154.0,Vietnam,349,,,,327.0,,22.0,1.0,4.0,,275000.0,2826.0,97315508.0,Asia,278841.0,,354.0
155.0,Mauritius,337,,10.0,,326.0,,1.0,,265.0,8.0,160124.0,125911.0,1271720.0,Africa,3774.0,127172.0,8.0
156.0,Isle of Man,336,,24.0,,312.0,,0.0,,3952.0,282.0,5867.0,69006.0,85022.0,Europe,253.0,3543.0,14.0
157.0,Suriname,314,,8.0,,106.0,,200.0,2.0,535.0,14.0,1165.0,1986.0,586494.0,South America,1868.0,73312.0,503.0
158.0,Myanmar,290,,6.0,,200.0,,84.0,,5.0,0.1,62070.0,1141.0,54400621.0,Asia,187588.0,9066770.0,876.0
159.0,Comoros,247,,5.0,,159.0,,83.0,,284.0,6.0,,,868993.0,Africa,3518.0,173799.0,
160.0,Martinique,236,,14.0,,98.0,,124.0,,629.0,37.0,,,375271.0,North America,1590.0,26805.0,
161.0,Syria,219,15.0,7.0,,83.0,,129.0,,13.0,0.4,,,17486014.0,Asia,79845.0,2498002.0,
162.0,Mongolia,213,7.0,,,153.0,14.0,60.0,8.0,65.0,,20300.0,6195.0,3276704.0,Asia,15384.0,,161.0
163.0,Cayman Islands,195,,1.0,,143.0,,51.0,,2968.0,15.0,20370.0,310041.0,65701.0,North America,337.0,65701.0,3.0
164.0,Faeroe Islands,187,,,,187.0,,0.0,,3827.0,,11943.0,244438.0,48859.0,Europe,261.0,,4.0
165.0,Guyana,184,,12.0,,103.0,,69.0,1.0,234.0,15.0,2108.0,2680.0,786460.0,South America,4274.0,65538.0,373.0
166.0,Angola,183,,9.0,,77.0,,97.0,1.0,6.0,0.3,10000.0,305.0,32827203.0,Africa,179384.0,3647467.0,3283.0
167.0,Gibraltar,176,,,,176.0,,0.0,,5224.0,,11112.0,329821.0,33691.0,Europe,191.0,,3.0
168.0,Guadeloupe,174,,14.0,,157.0,,3.0,,435.0,35.0,6900.0,17245.0,400123.0,North America,2300.0,28580.0,58.0
169.0,Bermuda,146,,9.0,,132.0,,5.0,2.0,2344.0,145.0,9979.0,160220.0,62283.0,North America,427.0,6920.0,6.0
170.0,Burundi,144,,1.0,,93.0,,50.0,,12.0,0.08,382.0,32.0,11877513.0,Africa,82483.0,11877513.0,31093.0
171.0,Eritrea,143,,,,39.0,,104.0,,40.0,,,,3545005.0,Africa,24790.0,,
172.0,Brunei,141,,3.0,,138.0,,0.0,,322.0,7.0,26468.0,60517.0,437367.0,Asia,3102.0,145789.0,17.0
173.0,Cambodia,129,,,,127.0,,2.0,1.0,8.0,,31616.0,1892.0,16712288.0,Asia,129553.0,,529.0
174.0,Trinidad and Tobago,123,,8.0,,109.0,,6.0,,88.0,6.0,4313.0,3082.0,1399382.0,North America,11377.0,174923.0,324.0
175.0,Bahamas,104,,11.0,,77.0,,16.0,1.0,265.0,28.0,2347.0,5970.0,393144.0,North America,3780.0,35740.0,168.0
176.0,Aruba,101,,3.0,,98.0,,0.0,,946.0,28.0,2270.0,21264.0,106755.0,North America,1057.0,35585.0,47.0
177.0,Monaco,100,,4.0,,94.0,,2.0,,2549.0,102.0,16200.0,412897.0,39235.0,Europe,392.0,9809.0,2.0
178.0,Barbados,97,,7.0,,85.0,,5.0,1.0,338.0,24.0,7450.0,25925.0,287367.0,North America,2963.0,41052.0,39.0
